ra1,dec1,ra2,dec2,name 
120.89625,-40.003333,122.383333,-47.336667,Puppis
120.89625,-40.003333,121.885833,-24.304167,Puppis
132.632917,-27.71,130.897917,-33.186389,Pyxis
130.025833,-35.308333,130.897917,-33.186389,Pyxis
63.60625,-62.473889,56.05,-64.806944,Reticulum
59.68625,-61.400278,56.05,-64.806944,Reticulum
59.68625,-61.400278,64.120417,-59.301944,Reticulum
63.60625,-62.473889,64.120417,-59.301944,Reticulum
301.289583,19.991111,299.689167,19.492222,Sagitta
296.847083,18.534167,299.689167,19.492222,Sagitta
296.847083,18.534167,295.024167,18.013889,Sagitta
296.847083,18.534167,295.262083,17.476111,Sagitta
290.805,-44.799722,298.815417,-41.868333,Sagittarius
290.971667,-40.616111,298.815417,-41.868333,Sagittarius
299.934167,-35.276389,298.815417,-41.868333,Sagittarius
299.934167,-35.276389,300.664583,-27.709722,Sagittarius
294.007083,-24.719167,300.664583,-27.709722,Sagittarius
294.007083,-24.719167,286.735,-27.670556,Sagittarius
283.81625,-26.296667,286.735,-27.670556,Sagittarius
283.81625,-26.296667,284.4325,-21.106667,Sagittarius
286.170833,-21.741667,284.4325,-21.106667,Sagittarius
286.170833,-21.741667,289.40875,-18.953056,Sagittarius
290.418333,-17.847222,289.40875,-18.953056,Sagittarius
283.81625,-26.296667,281.414167,-26.990833,Sagittarius
276.9925,-25.421667,281.414167,-26.990833,Sagittarius
276.9925,-25.421667,273.440833,-21.058889,Sagittarius
276.9925,-25.421667,275.24875,-29.828056,Sagittarius
281.414167,-26.990833,275.24875,-29.828056,Sagittarius
271.452083,-30.424167,275.24875,-29.828056,Sagittarius
271.452083,-30.424167,266.89,-27.830833,Sagittarius
271.452083,-30.424167,276.042917,-34.384722,Sagittarius
274.406667,-36.761667,276.042917,-34.384722,Sagittarius
275.24875,-29.828056,276.042917,-34.384722,Sagittarius
285.652917,-29.880278,276.042917,-34.384722,Sagittarius
285.652917,-29.880278,281.414167,-26.990833,Sagittarius
285.652917,-29.880278,286.735,-27.670556,Sagittarius
263.402083,-37.103889,265.622083,-39.03,Scorpius
266.89625,-40.126944,265.622083,-39.03,Scorpius
266.89625,-40.126944,264.33,-42.997778,Scorpius
258.038333,-43.239167,264.33,-42.997778,Scorpius
258.038333,-43.239167,253.49875,-42.362222,Scorpius
252.9675,-38.0475,253.49875,-42.362222,Scorpius
252.9675,-38.0475,252.540833,-34.293333,Scorpius
248.970833,-28.216111,252.540833,-34.293333,Scorpius
248.970833,-28.216111,247.351667,-26.431944,Scorpius
239.712917,-26.114167,247.351667,-26.431944,Scorpius
240.083333,-22.621667,247.351667,-26.431944,Scorpius
241.359167,-19.805556,247.351667,-26.431944,Scorpius
349.705833,-32.531944,14.651667,-29.3575,Sculptor
353.242917,-37.818333,14.651667,-29.3575,Sculptor
353.242917,-37.818333,349.705833,-32.531944,Sculptor
281.79375,-4.747778,281.870833,-5.705,Scutum
283.679583,-15.603056,281.870833,-5.705,Scutum
283.679583,-15.603056,277.299583,-14.565833,Scutum
278.801667,-8.244167,277.299583,-14.565833,Scutum
278.801667,-8.244167,281.79375,-4.747778,Scutum
237.405,-3.430278,237.704167,4.477778,Serpens Caput
236.067083,6.425556,237.704167,4.477778,Serpens Caput
236.067083,6.425556,233.700417,10.539167,Serpens Caput
236.547083,15.421944,233.700417,10.539167,Serpens Caput
236.547083,15.421944,239.113333,15.661667,Serpens Caput
237.185,18.141667,239.113333,15.661667,Serpens Caput
237.185,18.141667,236.547083,15.421944,Serpens Caput
260.207083,-12.846944,264.396667,-15.398611,Serpens Cauda
265.35375,-12.875278,264.396667,-15.398611,Serpens Cauda
265.35375,-12.875278,275.3275,-2.898889,Serpens Cauda
284.055,4.203611,275.3275,-2.898889,Serpens Cauda
157.572917,-0.636944,151.984583,-0.371667,Sextans
51.203333,9.028889,60.17,12.490278,Taurus
64.948333,15.6275,60.17,12.490278,Taurus
64.948333,15.6275,65.73375,17.5425,Taurus
57.290417,24.053333,65.73375,17.5425,Taurus
65.73375,17.5425,66.3725,17.928056,Taurus
67.154167,19.180278,66.3725,17.928056,Taurus
67.154167,19.180278,68.98,16.509167,Taurus
67.165417,15.870833,68.98,16.509167,Taurus
67.165417,15.870833,64.948333,15.6275,Taurus
84.41125,21.1425,68.98,16.509167,Taurus
67.154167,19.180278,70.56125,22.956944,Taurus
81.572917,28.6075,70.56125,22.956944,Taurus
276.743333,-45.968333,277.207917,-49.070833,Telescopium
28.270417,29.578889,32.385833,34.987222,Triangulum
34.32875,33.847222,32.385833,34.987222,Triangulum
34.32875,33.847222,28.270417,29.578889,Triangulum
238.785417,-63.430556,252.16625,-69.027778,Triangulum Australe
229.7275,-68.679444,252.16625,-69.027778,Triangulum Australe
229.7275,-68.679444,238.785417,-63.430556,Triangulum Australe
334.625417,-60.259722,349.3575,-58.235833,Tucana
5.017917,-64.874722,349.3575,-58.235833,Tucana
7.89,-62.965833,349.3575,-58.235833,Tucana
206.885,49.313333,200.98125,54.925278,Ursa Major
193.507083,55.959722,200.98125,54.925278,Ursa Major
193.507083,55.959722,183.856667,57.0325,Ursa Major
165.932083,61.750833,183.856667,57.0325,Ursa Major
165.932083,61.750833,142.882083,63.061944,Ursa Major
127.56625,60.718056,142.882083,63.061944,Ursa Major
127.56625,60.718056,147.7475,59.038611,Ursa Major
148.026667,54.064444,147.7475,59.038611,Ursa Major
148.026667,54.064444,143.214167,51.677222,Ursa Major
134.801667,48.041667,143.214167,51.677222,Ursa Major
135.90625,47.156667,143.214167,51.677222,Ursa Major
148.026667,54.064444,165.460417,56.3825,Ursa Major
165.932083,61.750833,165.460417,56.3825,Ursa Major
178.4575,53.694722,165.460417,56.3825,Ursa Major
178.4575,53.694722,183.856667,57.0325,Ursa Major
178.4575,53.694722,176.5125,47.779444,Ursa Major
167.415833,44.498611,176.5125,47.779444,Ursa Major
167.415833,44.498611,155.582083,41.499444,Ursa Major
167.415833,44.498611,154.274167,42.914444,Ursa Major
37.952917,89.264167,263.05375,86.586389,Ursa Minor
251.492083,82.037222,263.05375,86.586389,Ursa Minor
251.492083,82.037222,236.014583,77.794444,Ursa Minor
222.67625,74.155556,236.014583,77.794444,Ursa Minor
222.67625,74.155556,230.182083,71.833889,Ursa Minor
244.37625,75.755278,230.182083,71.833889,Ursa Minor
244.37625,75.755278,236.014583,77.794444,Ursa Minor
122.383333,-47.336667,136.999167,-43.4325,Vela
142.675,-40.466667,136.999167,-43.4325,Vela
142.675,-40.466667,153.684167,-42.121944,Vela
159.325417,-48.225833,153.684167,-42.121944,Vela
159.325417,-48.225833,161.6925,-49.42,Vela
149.215833,-54.567778,161.6925,-49.42,Vela
149.215833,-54.567778,140.528333,-55.010833,Vela
131.175833,-54.708333,140.528333,-55.010833,Vela
131.175833,-54.708333,130.073333,-52.921944,Vela
122.383333,-47.336667,130.073333,-52.921944,Vela
220.765,-5.658333,214.00375,-6.000556,Virgo
213.224167,-10.273611,214.00375,-6.000556,Virgo
213.224167,-10.273611,201.298333,-11.161389,Virgo
203.673333,-0.595833,201.298333,-11.161389,Virgo
203.673333,-0.595833,210.411667,1.544444,Virgo
221.562083,1.892778,210.411667,1.544444,Virgo
203.673333,-0.595833,193.900833,3.3975,Virgo
195.544167,10.959167,193.900833,3.3975,Virgo
190.415,-1.449444,193.900833,3.3975,Virgo
190.415,-1.449444,201.298333,-11.161389,Virgo
190.415,-1.449444,184.976667,-0.666944,Virgo
176.465,6.529444,184.976667,-0.666944,Virgo
115.455,-72.606111,107.187083,-70.498889,Volans
121.9825,-68.617222,107.187083,-70.498889,Volans
121.9825,-68.617222,115.455,-72.606111,Volans
121.9825,-68.617222,126.434167,-66.136944,Volans
121.9825,-68.617222,135.611667,-66.396111,Volans
126.434167,-66.136944,135.611667,-66.396111,Volans
121.9825,-68.617222,109.2075,-67.957222,Volans
292.17625,24.665,300.275417,27.753611,Vulpecula
